Tanggal,Hari,Beban
2025-10-30,Kam,58300.0
2025-10-31,Jum,53805.93
2025-11-01,Sab,47969.59
2025-11-02,Min,46340.99
2025-11-03,Sen,57891.56
2025-11-04,Sel,58721.18
2025-11-05,Rab,58551.64
2025-11-06,Kam,58863.72
2025-11-07,Jum,58671.13
2025-11-08,Sab,50647.56
2025-11-09,Min,47625.65
2025-11-10,Sen,57750.91
2025-11-11,Sel,59147.51
2025-11-12,Rab,59858.09
2025-11-13,Kam,60565.66
2025-11-14,Jum,57934.54
2025-11-15,Sab,51195.82
2025-11-16,Min,48047.37
2025-11-17,Sen,61544.77
2025-11-18,Sel,63587.64
2025-11-19,Rab,62830.15
2025-11-20,Kam,63469.33
2025-11-21,Jum,62231.76
2025-11-22,Sab,56043.05
2025-11-23,Min,54899.62
2025-11-24,Sen,63527.05
2025-11-25,Sel,62303.78
2025-11-26,Rab,63254.35
2025-11-27,Kam,65681.2
2025-11-28,Jum,63487.58
2025-11-29,Sab,53479.74
2025-11-30,Min,52013.71
2025-12-01,Sen,63513.16
2025-12-02,Sel,65263.62
2025-12-03,Rab,63970.45
2025-12-04,Kam,64426.71
2025-12-05,Jum,62569.77
2025-12-06,Sab,54764.55
2025-12-07,Min,49677.1
2025-12-08,Sen,61874.53
2025-12-09,Sel,61196.6
2025-12-10,Rab,62833.21
2025-12-11,Kam,63554.71
2025-12-12,Jum,59701.42
2025-12-13,Sab,54215.24
2025-12-14,Min,53157.94
2025-12-15,Sen,61825.38
2025-12-16,Sel,61369.1
2025-12-17,Rab,60595.21
2025-12-18,Kam,60378.03
2025-12-19,Jum,58073.21
2025-12-20,Sab,49756.29
2025-12-21,Min,48045.65
2025-12-22,Sen,55463.92
2025-12-23,Sel,55769.16
2025-12-24,Rab,50844.71
2025-12-25,Kam,48112.07
2025-12-26,Jum,48102.92
2025-12-27,Sab,51711.09
2025-12-28,Min,50025.7
2025-12-29,Sen,54956.26
2025-12-30,Sel,54664.16
2025-12-31,Rab,52421.92
